make;model;version;year_manufacture;year_model;km;price;location
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;43.141km;R$ 95.490;São Bernardo do Campo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;43.154km;R$ 169.990;Fortaleza / CE
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;43.162km;R$ 112.990;Campo Grande / MS
Renault;Duster Oroch;1.6 16V SCE FLEX EXPRESSION MANUAL;2020;2021;43.180km;R$ 92.990;Porto Alegre / RS
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;43.288km;R$ 49.990;Belo Horizonte / MG
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;43.300km;R$ 87.880;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;43.300km;R$ 87.880;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;43.395km;R$ 139.320;Guarapuava / PR
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;43.406km;R$ 77.990;Santos / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;43.437km;R$ 115.990;Brasília / DF
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2020;43.464km;R$ 129.990;Mogi das Cruzes / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;43.477km;R$ 54.615;Lauro de Freitas / BA
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;43.480km;R$ 63.590;Cascavel / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;43.496km;R$ 104.990;São Paulo / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;43.496km;R$ 104.990;Mogi das Cruzes / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;43.520km;R$ 115.990;Ponta Grossa / PR
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;43.542km;R$ 103.690;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;43.556km;R$ 169.990;Recife / PE
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;43.558km;R$ 98.940;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;43.558km;R$ 98.940;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;43.596km;R$ 139.320;Anápolis / GO
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;43.600km;R$ 82.490;Porto Alegre / RS
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;43.636km;R$ 66.590;São Paulo / SP
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;43.636km;R$ 66.590;São Paulo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;43.673km;R$ 97.590;Anápolis / GO
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;43.679km;R$ 139.320;São Paulo / SP
Suzuki;Jimny;1.3 4WORK 4X4 16V GASOLINA 2P MANUAL;2018;2019;43.705km;R$ 87.990;Betim / MG
Suzuki;Jimny;1.3 4WORK 4X4 16V GASOLINA 2P MANUAL;2018;2019;43.705km;R$ 87.990;Belo Horizonte / MG
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I GP 4P AUTOMÁTICO;2020;2021;43.739km;R$ 229.990;Feira de Santana / BA
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I GP 4P AUTOMÁTICO;2020;2021;43.739km;R$ 229.990;Salvador / BA
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2019;43.802km;R$ 155.990;João pessoa / PB
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;43.890km;R$ 215.990;Contagem / MG
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;43.907km;R$ 100.520;São Paulo / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;43.910km;R$ 69.990;Maringá / PR
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;43.972km;R$ 139.320;Cascavel / PR
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;43.974km;R$ 100.520;Pato Branco / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;43.989km;R$ 98.940;Feira de Santana / BA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;43.989km;R$ 98.940;Salvador / BA
