make;model;version;year_manufacture;year_model;km;price;location
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;43.993km;R$ 58.590;Feira de Santana / BA
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2020;2020;43.993km;R$ 83.990;São Paulo / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;43.993km;R$ 58.590;Teresina / PI
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2020;44.000km;R$ 76.990;Goiânia / GO
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;44.005km;R$ 91.990;Guarapuava / PR
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.015km;R$ 164.990;Maceió / AL
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;44.025km;R$ 63.490;Curitiba / PR
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.043km;R$ 169.990;Mesquita / RJ
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2020;2020;44.051km;R$ 219.990;Jundiaí / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;44.076km;R$ 139.320;Contagem / MG
Volkswagen;Virtus;1.6 MSI TOTAL FLEX AUTOMÁTICO;2020;2020;44.126km;R$ 81.990;Campo Grande / MS
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;44.157km;R$ 54.615;Natal / RN
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2020;2020;44.250km;R$ 83.990;Recife / PE
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;44.257km;R$ 105.790;Maceió / AL
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.282km;R$ 169.990;Maceió / AL
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;44.304km;R$ 69.990;Presidente Prudente / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;44.365km;R$ 58.590;Maringá / PR
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.476km;R$ 169.990;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.476km;R$ 169.990;São Paulo / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;44.477km;R$ 115.990;Guarapuava / PR
Chevrolet;Onix;1.0 TURBO FLEX LTZ MANUAL;2020;2021;44.482km;R$ 80.990;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.652km;R$ 164.990;Anápolis / GO
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;44.765km;R$ 98.940;Salvador / BA
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;44.770km;R$ 115.990;Porto Alegre / RS
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;44.863km;R$ 103.690;Feira de Santana / BA
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;44.872km;R$ 77.990;Osasco / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;44.872km;R$ 77.990;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;44.884km;R$ 169.990;Fortaleza / CE
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2022;44.884km;R$ 112.990;Maringá / PR
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;45.000km;R$ 139.320;Belém / PA
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2022;45.000km;R$ 112.990;Duque de Caxias / RJ
Ford;Ka;1.0 TI-VCT FLEX SE SEDAN MANUAL;2019;2020;45.000km;R$ 57.490;São Paulo / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;45.000km;R$ 51.990;Rio de Janeiro / RJ
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;45.000km;R$ 164.990;Rio de Janeiro / RJ
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;45.000km;R$ 69.990;Rio de Janeiro / RJ
Chevrolet;Cruze;1.4 TURBO LTZ 16V FLEX 4P AUTOMÁTICO;2021;2021;45.000km;R$ 132.990;Rio de Janeiro / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;45.000km;R$ 88.990;Rio de Janeiro / RJ
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;45.000km;R$ 63.490;Maceió / AL
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;45.000km;R$ 87.880;Mesquita / RJ
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;45.000km;R$ 51.990;Niterói / RJ
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2020;45.000km;R$ 129.990;São Jose dos Campos / SP
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2019;45.000km;R$ 54.990;São Luis / MA
Hyundai;Hb20s;1.0 12V FLEX VISION MANUAL;2020;2021;45.000km;R$ 71.990;São Luis / MA
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;45.000km;R$ 100.520;Teresina / PI
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;45.000km;R$ 92.990;Vitória / ES
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2020;45.000km;R$ 57.990;Natal / RN
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;45.042km;R$ 215.990;Contagem / MG
Chevrolet;Onix;1.0 MPFI LT 8V FLEX 4P MANUAL;2019;2019;45.043km;R$ 59.990;Presidente Prudente / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;45.051km;R$ 86.990;Natal / RN
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2020;2021;45.150km;R$ 126.530;Recife / PE
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;45.203km;R$ 87.880;Ribeirão Preto / SP
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2020;45.212km;R$ 56.990;Rio de Janeiro / RJ
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;45.254km;R$ 98.940;Brasília / DF
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;45.318km;R$ 139.320;Rio de Janeiro / RJ
Ford;Ecosport;1.5 TI-VCT FLEX SE AUTOMÁTICO;2020;2021;45.345km;R$ 82.990;Niterói / RJ
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;45.395km;R$ 69.990;Canoas / RS
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;45.425km;R$ 69.990;Santo André / SP
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;45.446km;R$ 126.190;Brasília / DF
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2019;45.450km;R$ 56.490;Ananindeua / PA
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2019;45.450km;R$ 56.490;Palmas / TO
Mercedes-Benz;C 180;1.6 CGI GASOLINA AVANTGARDE 9G-TRONIC;2020;2020;45.460km;R$ 215.990;Joinville / SC
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2019;2020;45.484km;R$ 137.990;Palmas / TO
