make;model;version;year_manufacture;year_model;km;price;location
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;50.231km;R$ 100.520;Contagem / MG
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2019;2020;50.251km;R$ 53.990;São Bernardo do Campo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;50.308km;R$ 87.880;Ribeirão Preto / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;50.314km;R$ 169.990;Campo Grande / MS
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;50.343km;R$ 139.320;Santos / SP
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;50.365km;R$ 76.490;Curitiba / PR
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;50.370km;R$ 67.990;Mauá / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;50.384km;R$ 87.880;Manaus / AM
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;50.393km;R$ 67.990;Rio de Janeiro / RJ
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;50.393km;R$ 115.990;Várzea Grande / MT
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;50.393km;R$ 115.990;Várzea Grande / MT
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;50.417km;R$ 57.990;Ananindeua / PA
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE TIPTRONIC;2019;2020;50.423km;R$ 169.990;Mogi das Cruzes / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;50.450km;R$ 58.590;Natal / RN
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.478km;R$ 98.940;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.478km;R$ 98.940;São Paulo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;50.497km;R$ 63.490;Vitória da Conquista / BA
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;50.573km;R$ 56.490;Feira de Santana / BA
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;50.606km;R$ 69.990;Vitória / ES
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.623km;R$ 98.940;Campo Grande / MS
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;50.630km;R$ 63.490;Balneário Camboriú / SC
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;50.745km;R$ 63.490;Cascavel / PR
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;50.780km;R$ 81.590;Natal / RN
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;50.818km;R$ 61.590;Vitória / ES
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.867km;R$ 95.990;Campo Grande / MS
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;50.875km;R$ 139.320;Porto Alegre / RS
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;50.876km;R$ 112.990;Contagem / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.895km;R$ 98.940;Brasília / DF
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;50.899km;R$ 104.990;São Paulo / SP
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;50.900km;R$ 66.590;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;50.916km;R$ 139.320;Guarapuava / PR
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2019;2019;50.975km;R$ 172.990;Mogi das Cruzes / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;50.990km;R$ 85.990;Canoas / RS
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;51.000km;R$ 169.990;Rio de Janeiro / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;51.000km;R$ 62.190;Maceió / AL
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;51.000km;R$ 61.790;Maceió / AL
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;51.000km;R$ 67.990;Niterói / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;51.000km;R$ 62.190;Maceió / AL
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;51.000km;R$ 87.880;Lauro de Freitas / BA
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;51.022km;R$ 77.990;São Paulo / SP
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;51.052km;R$ 82.990;João pessoa / PB
Renault;Sandero;1.6 16V SCE FLEX STEPWAY ZEN MANUAL;2020;2021;51.063km;R$ 68.990;Ribeirão Preto / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;51.100km;R$ 105.790;Joinville / SC
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2020;2021;51.112km;R$ 69.590;Goiânia / GO
Renault;Logan;1.0 12V SCE FLEX ZEN MANUAL;2021;2022;51.160km;R$ 73.990;Osasco / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;51.160km;R$ 105.790;Jundiaí / SP
Renault;Logan;1.0 12V SCE FLEX ZEN MANUAL;2021;2022;51.160km;R$ 73.990;Osasco / SP
Audi;A3;1.4 TFSI FLEX SEDAN PRESTIGE TIPTRONIC;2020;2020;51.170km;R$ 136.990;Londrina / PR
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;51.223km;R$ 56.490;Londrina / PR
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;51.293km;R$ 105.790;Natal / RN
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;51.293km;R$ 105.790;João pessoa / PB
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;51.294km;R$ 49.990;Goiânia / GO
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;51.356km;R$ 68.990;Belo Horizonte / MG
Mitsubishi;L200 Triton;2.4 16V TURBO DIESEL SPORT GL CD 4P 4X4 MANUAL;2020;2021;51.413km;R$ 175.990;Vitória da Conquista / BA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2021;51.449km;R$ 61.590;Guarapuava / PR
Nissan;March;1.6 SV 16V FLEXSTART 4P MANUAL;2018;2019;51.485km;R$ 53.990;Santos / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;51.504km;R$ 139.320;Guarapuava / PR
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;51.520km;R$ 61.590;Ponta Grossa / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;51.525km;R$ 63.590;Pato Branco / PR
Volkswagen;Virtus;1.6 MSI TOTAL FLEX AUTOMÁTICO;2020;2020;51.526km;R$ 81.990;Santos / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;51.548km;R$ 98.940;Feira de Santana / BA
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;51.554km;R$ 169.990;Uberlândia / MG
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;51.602km;R$ 164.990;Betim / MG
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;51.650km;R$ 139.320;Ponta Grossa / PR
Renault;Sandero;1.6 16V SCE FLEX STEPWAY ZEN MANUAL;2020;2021;51.663km;R$ 68.990;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;51.670km;R$ 83.290;Santos / SP
