make;model;version;year_manufacture;year_model;km;price;location
Renault;Duster;1.6 16V SCE FLEX EXPRESSION X-TRONIC;2019;2020;50.000km;R$ 79.990;Fortaleza / CE
Renault;Duster;1.6 16V SCE FLEX DYNAMIQUE X-TRONIC;2019;2020;50.000km;R$ 84.990;Jundiaí / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;50.000km;R$ 115.990;Jundiaí / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;50.000km;R$ 87.880;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2019;2019;50.000km;R$ 143.990;São Paulo / SP
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2019;50.000km;R$ 107.990;Rio de Janeiro / RJ
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;50.000km;R$ 82.990;Rio de Janeiro / RJ
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2019;2020;50.000km;R$ 143.670;Rio de Janeiro / RJ
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;50.000km;R$ 139.320;Rio de Janeiro / RJ
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.000km;R$ 98.940;Rio de Janeiro / RJ
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2019;2020;50.000km;R$ 75.490;Rio de Janeiro / RJ
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;50.000km;R$ 63.490;São Paulo / SP
Chevrolet;Onix;1.0 MPFI JOY 8V FLEX 4P MANUAL;2018;2018;50.000km;R$ 52.990;São Paulo / SP
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2020;2020;50.000km;R$ 129.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;50.000km;R$ 61.690;Niterói / RJ
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;50.000km;R$ 115.990;São Paulo / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;50.000km;R$ 115.990;Santos / SP
Volkswagen;Voyage;1.6 16V MSI TOTALFLEX 4P AUTOMÁTICO;2020;2021;50.000km;R$ 76.990;São Paulo / SP
Ford;Ka;1.0 TI-VCT FLEX SE SEDAN MANUAL;2019;2020;50.000km;R$ 57.490;São Paulo / SP
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2019;2020;50.020km;R$ 204.990;Cascavel / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;50.064km;R$ 95.990;Ribeirão Preto / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;50.072km;R$ 104.990;Vitória da Conquista / BA
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2021;2022;50.077km;R$ 66.990;Feira de Santana / BA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2020;50.093km;R$ 94.557;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;50.108km;R$ 65.990;Presidente Prudente / SP
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;50.118km;R$ 215.990;Osasco / SP
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;50.118km;R$ 215.990;Osasco / SP
Toyota;Corolla;2.0 VVT-IE FLEX XEI DIRECT SHIFT;2020;2021;50.133km;R$ 139.990;Niterói / RJ
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;50.166km;R$ 58.590;Osasco / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;50.170km;R$ 169.990;Curitiba / PR
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2020;2021;50.178km;R$ 126.530;Maceió / AL
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;50.180km;R$ 61.590;Pato Branco / PR
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;50.213km;R$ 69.990;São Paulo / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;50.213km;R$ 69.990;São Bernardo do Campo / SP
