make;model;version;year_manufacture;year_model;km;price;location
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;56.495km;R$ 73.990;Curitiba / PR
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;56.495km;R$ 73.990;Curitiba / PR
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2020;2020;56.500km;R$ 57.490;Ananindeua / PA
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;56.522km;R$ 52.990;Londrina / PR
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2019;2020;56.546km;R$ 83.990;São Paulo / SP
Toyota;Hilux;2.8 D-4D TURBO DIESEL CD POWER PACK 4X4 MANUAL;2020;2021;56.559km;R$ 209.990;Guarapuava / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;56.616km;R$ 83.290;Taboão da Serra / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;56.649km;R$ 98.940;Porto Alegre / RS
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2019;2020;56.689km;R$ 219.990;São José do Rio Preto / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;56.695km;R$ 60.990;Londrina / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;56.695km;R$ 63.490;Londrina / PR
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;56.696km;R$ 69.990;Rio de Janeiro / RJ
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2019;2020;56.697km;R$ 214.990;Belo Horizonte / MG
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;56.760km;R$ 82.990;Cascavel / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;56.778km;R$ 87.880;Campo Grande / MS
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2018;2019;56.822km;R$ 111.790;Jundiaí / SP
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2018;2019;56.822km;R$ 111.790;São Paulo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;56.840km;R$ 63.490;Curitiba / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;56.840km;R$ 63.490;Jaraguá do Sul / SC
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;56.840km;R$ 63.490;Joinville / SC
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;56.888km;R$ 95.990;Lauro de Freitas / BA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;56.890km;R$ 95.990;São Paulo / SP
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2020;2021;56.900km;R$ 73.990;São Bernardo do Campo / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;56.905km;R$ 64.490;Canoas / RS
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;56.931km;R$ 87.880;Taboão da Serra / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;56.985km;R$ 61.590;Feira de Santana / BA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;57.000km;R$ 70.930;Belém / PA
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;57.000km;R$ 56.490;São José do Rio Preto / SP
Peugeot;208;1.6 16V FLEX GRIFFE AT6;2020;2021;57.000km;R$ 88.990;Santos / SP
