make;model;version;year_manufacture;year_model;km;price;location
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.000km;R$ 91.590;Niterói / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;25.000km;R$ 94.990;São Luis / MA
Jeep;Compass;2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO;2020;2021;25.045km;R$ 190.990;Uberlândia / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.054km;R$ 89.990;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;25.167km;R$ 97.590;Rio de Janeiro / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;25.219km;R$ 93.095;Belo Horizonte / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;25.237km;R$ 105.990;Feira de Santana / BA
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2021;2022;25.239km;R$ 100.990;Feira de Santana / BA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.256km;R$ 89.990;Palmas / TO
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.295km;R$ 89.990;Santo André / SP
Volkswagen;Voyage;1.6 16V MSI TOTALFLEX 4P AUTOMÁTICO;2020;2021;25.323km;R$ 75.990;Uberlândia / MG
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;25.374km;R$ 72.990;Betim / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;25.389km;R$ 85.540;Campo Grande / MS
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;25.435km;R$ 97.590;Manaus / AM
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;25.450km;R$ 71.590;Canoas / RS
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;25.504km;R$ 96.990;Porto Alegre / RS
Ford;Ecosport;1.5 TI-VCT FLEX SE AUTOMÁTICO;2020;2020;25.506km;R$ 84.990;Maceió / AL
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2019;2020;25.665km;R$ 139.990;Goiânia / GO
