make;model;version;year_manufacture;year_model;km;price;location
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;67.769km;R$ 61.190;Osasco / SP
Ford;Ka;1.5 TI-VCT FLEX SEL SEDAN MANUAL;2018;2019;67.773km;R$ 63.990;Salvador / BA
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;67.832km;R$ 73.990;Sorocaba / SP
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2020;67.861km;R$ 56.990;Guarapuava / PR
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2020;2021;67.867km;R$ 84.990;João pessoa / PB
Audi;A3;1.4 TFSI FLEX SEDAN PRESTIGE TIPTRONIC;2019;2020;67.891km;R$ 142.990;Sorocaba / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;67.895km;R$ 87.880;Salvador / BA
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;67.900km;R$ 109.290;Jundiaí / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;67.900km;R$ 65.990;Mogi das Cruzes / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;67.938km;R$ 87.880;São Paulo / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;67.950km;R$ 69.990;Pato Branco / PR
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2020;68.003km;R$ 100.990;Campo Grande / MS
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;68.057km;R$ 49.990;São Paulo / SP
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;68.057km;R$ 49.990;Santo André / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;68.090km;R$ 109.290;Santo André / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;68.106km;R$ 77.990;Campo Grande / MS
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;68.111km;R$ 112.990;Rio de Janeiro / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;68.171km;R$ 65.990;São Paulo / SP
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;68.184km;R$ 56.490;Anápolis / GO
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;68.184km;R$ 56.490;Betim / MG
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;68.215km;R$ 54.990;Palmas / TO
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;68.265km;R$ 61.590;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;68.270km;R$ 65.990;Curitiba / PR
Audi;A4;2.0 TFSI GASOLINA AVANT PRESTIGE PLUS S TRONIC;2019;2019;68.275km;R$ 194.990;Balneário Camboriú / SC
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;68.337km;R$ 115.990;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ AUTOMÁTICO;2020;2020;68.442km;R$ 83.990;São Paulo / SP
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;68.482km;R$ 53.990;Maringá / PR
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;68.548km;R$ 49.990;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2021;2021;68.632km;R$ 82.490;Mauá / SP
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;68.737km;R$ 90.990;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ AUTOMÁTICO;2020;2020;68.750km;R$ 83.990;São Paulo / SP
Nissan;Kicks;1.6 16V FLEXSTART SV 4P XTRONIC;2018;2019;68.791km;R$ 96.990;Várzea Grande / MT
Volkswagen;Tiguan;2.0 350 TSI GASOLINA ALLSPACE R-LINE 4MOTION DSG;2019;2019;68.869km;R$ 204.990;Americana / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;68.935km;R$ 161.490;São Paulo / SP
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;68.937km;R$ 54.490;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2020;2020;68.953km;R$ 83.990;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2020;2020;68.953km;R$ 83.990;São Bernardo do Campo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2019;2019;68.994km;R$ 57.490;Canoas / RS
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;69.000km;R$ 71.990;Duque de Caxias / RJ
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2020;2020;69.000km;R$ 56.990;Duque de Caxias / RJ
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;69.000km;R$ 69.990;Recife / PE
Fiat;Toro;2.0 16V TURBO DIESEL FREEDOM 4WD AT9;2020;2021;69.000km;R$ 159.990;Teresina / PI
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2020;2020;69.000km;R$ 57.490;Vitória / ES
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2019;2020;69.000km;R$ 67.190;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;69.039km;R$ 56.490;Mesquita / RJ
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2018;2019;69.043km;R$ 141.990;Mogi das Cruzes / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;69.059km;R$ 52.990;Ponta Grossa / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;69.153km;R$ 65.990;Guarapuava / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2021;2021;69.200km;R$ 65.990;São Paulo / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;69.217km;R$ 58.590;Manaus / AM
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2020;69.300km;R$ 69.990;Porto Alegre / RS
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;69.320km;R$ 105.790;Canoas / RS
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2020;2020;69.386km;R$ 137.990;Balneário Camboriú / SC
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2020;2020;69.386km;R$ 137.990;Curitiba / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;69.408km;R$ 65.990;Sorocaba / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;69.410km;R$ 105.790;Curitiba / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;69.416km;R$ 65.990;Taboão da Serra / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;69.435km;R$ 61.190;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;69.435km;R$ 61.190;São Bernardo do Campo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;69.445km;R$ 63.490;Mogi das Cruzes / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;69.526km;R$ 61.590;Lauro de Freitas / BA
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2019;2020;69.530km;R$ 69.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;69.590km;R$ 59.354;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;69.650km;R$ 87.880;São Paulo / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;69.654km;R$ 69.990;Rio de Janeiro / RJ
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;69.673km;R$ 56.490;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;69.701km;R$ 56.490;Taboão da Serra / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;69.755km;R$ 61.590;Londrina / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;69.825km;R$ 87.880;São Paulo / SP
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;69.835km;R$ 49.990;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ AUTOMÁTICO;2019;2020;69.847km;R$ 83.990;Vitória da Conquista / BA
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;69.880km;R$ 62.690;Natal / RN
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2019;2020;69.886km;R$ 121.990;Jundiaí / SP
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;69.920km;R$ 65.490;Osasco / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2019;2020;69.926km;R$ 100.990;Guarapuava / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;69.950km;R$ 61.190;São Paulo / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;70.000km;R$ 99.990;Americana / SP
