make;model;version;year_manufacture;year_model;km;price;location
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;34.003km;R$ 89.990;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;34.004km;R$ 95.990;Recife / PE
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;34.040km;R$ 140.390;Contagem / MG
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE TIPTRONIC;2019;2019;34.075km;R$ 155.990;Manaus / AM
Chevrolet;Onix;1.0 MPFI JOY 8V FLEX 4P MANUAL;2019;2019;34.111km;R$ 56.990;Taboão da Serra / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;34.160km;R$ 72.990;Pato Branco / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;34.162km;R$ 117.990;Natal / RN
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;34.225km;R$ 128.590;Maceió / AL
Volkswagen;Delivery;Delivery Express 2.8;2021;2022;34.237km;R$ 242.990;Palmas / TO
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;34.277km;R$ 89.990;Guarapuava / PR
Chevrolet;Onix;1.0 MPFI JOY 8V FLEX 4P MANUAL;2018;2018;34.303km;R$ 54.290;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL PACK EAT6;2021;2022;34.371km;R$ 93.095;Goiânia / GO
Volkswagen;Golf;1.4 TSI HÍBRIDO GTE DSG;2019;2020;34.379km;R$ 215.990;São Paulo / SP
Volkswagen;Golf;1.4 TSI HÍBRIDO GTE DSG;2019;2020;34.379km;R$ 215.990;Santo André / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;34.424km;R$ 64.590;Lauro de Freitas / BA
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;34.436km;R$ 117.990;Rio de Janeiro / RJ
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;34.455km;R$ 64.590;Ponta Grossa / PR
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;34.459km;R$ 93.095;Jundiaí / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2020;2021;34.479km;R$ 89.990;São Luis / MA
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;34.504km;R$ 93.095;São Paulo / SP
Fiat;Fiorino;1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;2020;2021;34.549km;R$ 87.990;Manaus / AM
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;34.571km;R$ 62.698;Jaraguá do Sul / SC
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;34.593km;R$ 72.990;Campo Grande / MS
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;34.644km;R$ 95.990;Mesquita / RJ
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;34.700km;R$ 57.590;Canoas / RS
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;34.730km;R$ 140.390;Londrina / PR
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;34.730km;R$ 215.990;Londrina / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;34.781km;R$ 114.990;Betim / MG
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;34.785km;R$ 140.390;Mesquita / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2020;2021;34.817km;R$ 93.095;Cascavel / PR
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;34.817km;R$ 93.095;Guarapuava / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;34.881km;R$ 100.590;Osasco / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;34.881km;R$ 100.590;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2020;2021;34.951km;R$ 85.540;Campo Grande / MS
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;34.951km;R$ 89.990;Lauro de Freitas / BA
Peugeot;2008;1.6 16V FLEX ALLURE 4P AUTOMÁTICO;2021;2021;35.000km;R$ 85.540;Duque de Caxias / RJ
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;35.000km;R$ 103.690;Fortaleza / CE
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;35.000km;R$ 71.590;Rio de Janeiro / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;35.000km;R$ 89.990;Rio de Janeiro / RJ
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;35.000km;R$ 57.590;Rio de Janeiro / RJ
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;35.000km;R$ 140.390;Maceió / AL
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2020;2021;35.000km;R$ 81.990;Mesquita / RJ
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;35.000km;R$ 72.990;Vitória / ES
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;35.000km;R$ 94.490;Vitória / ES
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2020;35.000km;R$ 100.990;Ananindeua / PA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;35.000km;R$ 97.590;Manaus / AM
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;35.000km;R$ 93.095;Natal / RN
Toyota;Corolla;2.0 VVT-IE FLEX XEI DIRECT SHIFT;2021;2022;35.014km;R$ 143.990;São Luis / MA
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;35.032km;R$ 72.990;Campo Grande / MS
Ford;Ka;1.0 TI-VCT FLEX SE PLUS SEDAN MANUAL;2020;2020;35.032km;R$ 59.490;Rio de Janeiro / RJ
Ford;Ka;1.0 TI-VCT FLEX SE PLUS MANUAL;2019;2020;35.032km;R$ 59.490;Presidente Prudente / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;35.124km;R$ 59.590;Lauro de Freitas / BA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;35.201km;R$ 100.590;Campo Grande / MS
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;35.232km;R$ 140.390;Presidente Prudente / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;35.270km;R$ 89.990;Londrina / PR
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;35.310km;R$ 140.390;Curitiba / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;35.331km;R$ 88.690;Lauro de Freitas / BA
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;35.336km;R$ 117.990;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX SPORT 4P AUTOMÁTICO;2021;2021;35.386km;R$ 96.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;35.406km;R$ 140.390;Fortaleza / CE
Jeep;Renegade;1.8 16V FLEX SPORT 4P AUTOMÁTICO;2021;2021;35.419km;R$ 96.990;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;35.449km;R$ 100.590;Anápolis / GO
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2019;2020;35.460km;R$ 219.990;São Paulo / SP
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2019;2020;35.460km;R$ 219.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;35.490km;R$ 140.390;Belém / PA
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;35.513km;R$ 93.095;Anápolis / GO
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;35.535km;R$ 97.590;São Luis / MA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;35.535km;R$ 89.990;Taboão da Serra / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;35.588km;R$ 101.990;Vitória / ES
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;35.615km;R$ 88.690;Recife / PE
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2021;35.626km;R$ 55.990;Salvador / BA
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;35.627km;R$ 65.290;Manaus / AM
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2022;35.631km;R$ 112.990;São Paulo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;35.640km;R$ 101.990;Jaraguá do Sul / SC
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;35.682km;R$ 101.990;Canoas / RS
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;35.700km;R$ 117.990;Curitiba / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;35.700km;R$ 71.590;Sorocaba / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;35.700km;R$ 71.590;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;35.718km;R$ 140.390;Guarapuava / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2021;35.733km;R$ 64.590;Guarapuava / PR
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2018;2019;35.747km;R$ 129.990;Mogi das Cruzes / SP
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2018;2019;35.747km;R$ 129.990;São Bernardo do Campo / SP
Peugeot;208;1.6 16V FLEX ACTIVE PACK AT6;2020;2021;35.814km;R$ 79.990;Pato Branco / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;35.815km;R$ 100.590;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2019;35.900km;R$ 148.990;Ananindeua / PA
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;35.914km;R$ 101.990;Contagem / MG
