make;model;version;year_manufacture;year_model;km;price;location
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.038km;R$ 91.590;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;20.056km;R$ 94.990;Manaus / AM
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;20.065km;R$ 94.990;Betim / MG
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;20.065km;R$ 94.990;Uberlândia / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;20.131km;R$ 111.990;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;20.229km;R$ 86.540;Fortaleza / CE
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2021;2022;20.278km;R$ 98.990;Belo Horizonte / MG
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;20.295km;R$ 72.990;Canoas / RS
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;20.309km;R$ 72.990;Guarapuava / PR
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.313km;R$ 91.590;Santos / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.350km;R$ 88.990;Fortaleza / CE
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.350km;R$ 91.590;Mauá / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.368km;R$ 91.590;Vitória da Conquista / BA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2020;2021;20.434km;R$ 86.540;Curitiba / PR
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.452km;R$ 91.590;São Bernardo do Campo / SP
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2020;2021;20.477km;R$ 60.990;Curitiba / PR
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;20.479km;R$ 94.990;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;20.541km;R$ 86.540;Rio de Janeiro / RJ
Fiat;Argo;1.0 FIREFLY FLEX MANUAL;2021;2021;20.595km;R$ 64.990;Curitiba / PR
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;20.600km;R$ 94.990;São Paulo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;20.625km;R$ 73.990;Contagem / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.647km;R$ 91.590;São Luis / MA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.792km;R$ 91.590;Uberlândia / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;20.854km;R$ 86.540;Goiânia / GO
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;20.879km;R$ 56.490;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.892km;R$ 91.590;Taboão da Serra / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;20.995km;R$ 91.590;Curitiba / PR
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2020;21.000km;R$ 123.990;Belém / PA
Honda;Hr-V;1.8 16V FLEX LX 4P AUTOMÁTICO;2019;2019;21.000km;R$ 112.990;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.000km;R$ 91.590;Santos / SP
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;21.011km;R$ 129.990;Lauro de Freitas / BA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;21.070km;R$ 72.990;Canoas / RS
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;21.188km;R$ 58.590;Goiânia / GO
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.210km;R$ 91.590;Joinville / SC
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;21.225km;R$ 86.540;Maringá / PR
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.400km;R$ 91.590;Belém / PA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;21.419km;R$ 72.990;Guarapuava / PR
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;21.461km;R$ 94.990;Mauá / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.495km;R$ 91.590;Belo Horizonte / MG
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;21.575km;R$ 72.990;Porto Alegre / RS
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;21.583km;R$ 86.540;Duque de Caxias / RJ
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;21.689km;R$ 111.990;Belo Horizonte / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.721km;R$ 91.590;Recife / PE
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.868km;R$ 91.590;Belo Horizonte / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.868km;R$ 91.590;Contagem / MG
Renault;Kwid;1.0 12V SCE FLEX INTENSE MANUAL;2021;2022;21.911km;R$ 61.990;Mogi das Cruzes / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2020;21.915km;R$ 123.990;João pessoa / PB
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;21.968km;R$ 91.590;Mogi das Cruzes / SP
Ford;Ka;1.0 TI-VCT FLEX SE PLUS SEDAN MANUAL;2020;2020;21.979km;R$ 59.490;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;22.000km;R$ 94.990;Duque de Caxias / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;22.000km;R$ 86.540;Fortaleza / CE
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;22.000km;R$ 91.590;Fortaleza / CE
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;22.000km;R$ 94.990;Rio de Janeiro / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;22.000km;R$ 94.990;Rio de Janeiro / RJ
Chevrolet;Prisma;1.0 MPFI JOY 8V FLEX 4P MANUAL;2018;2019;22.000km;R$ 57.490;São José do Rio Preto / SP
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;22.067km;R$ 53.990;Manaus / AM
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2021;2022;22.080km;R$ 56.490;Maringá / PR
Renault;Logan;1.0 12V SCE FLEX ZEN MANUAL;2021;2022;22.141km;R$ 73.990;Ribeirão Preto / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;22.155km;R$ 88.990;Fortaleza / CE
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;22.169km;R$ 107.990;Betim / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;22.217km;R$ 101.590;Fortaleza / CE
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;22.324km;R$ 95.090;Ribeirão Preto / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;22.350km;R$ 94.990;Canoas / RS
