make;model;version;year_manufacture;year_model;km;price;location
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;59.855km;R$ 61.590;Cascavel / PR
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;60.000km;R$ 60.990;Americana / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;60.000km;R$ 65.990;Americana / SP
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;60.000km;R$ 57.990;Belém / PA
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;60.000km;R$ 54.615;Duque de Caxias / RJ
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;60.000km;R$ 103.690;Duque de Caxias / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;60.000km;R$ 61.190;São Paulo / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;60.000km;R$ 52.990;Jundiaí / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;60.000km;R$ 69.990;Rio de Janeiro / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;60.000km;R$ 83.290;Rio de Janeiro / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;60.000km;R$ 87.880;Rio de Janeiro / RJ
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2020;60.000km;R$ 94.557;Mogi das Cruzes / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;60.000km;R$ 109.290;Osasco / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;60.000km;R$ 54.615;Rio de Janeiro / RJ
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;60.000km;R$ 52.990;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;60.000km;R$ 169.990;Niterói / RJ
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;60.000km;R$ 82.990;Niterói / RJ
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2021;2021;60.000km;R$ 126.530;Porto Alegre / RS
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;60.000km;R$ 69.990;Natal / RN
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;60.000km;R$ 63.490;Natal / RN
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;60.000km;R$ 81.590;Goiânia / GO
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2019;2020;60.001km;R$ 80.990;Taboão da Serra / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;60.027km;R$ 99.990;Fortaleza / CE
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;60.036km;R$ 58.590;Anápolis / GO
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;60.060km;R$ 104.990;Guarapuava / PR
Volkswagen;T-Cross;1.4 250 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2019;2020;60.150km;R$ 109.990;Recife / PE
Fiat;Strada;1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL;2019;2020;60.156km;R$ 64.490;Osasco / SP
Fiat;Strada;1.4 MPI WORKING CS 8V FLEX 2P MANUAL;2019;2020;60.156km;R$ 64.490;Osasco / SP
Fiat;Strada;1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL;2019;2020;60.156km;R$ 64.490;Santo André / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;60.247km;R$ 100.520;São Paulo / SP
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;60.258km;R$ 49.990;Osasco / SP
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;60.258km;R$ 49.990;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;60.264km;R$ 69.930;Mogi das Cruzes / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;60.338km;R$ 65.490;Santo André / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;60.350km;R$ 56.490;Curitiba / PR
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;60.353km;R$ 56.990;Taboão da Serra / SP
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;60.365km;R$ 56.990;Osasco / SP
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;60.405km;R$ 73.990;Maceió / AL
Volkswagen;Gol;1.6 16V MSI TOTALFLEX 4P AUTOMÁTICO;2019;2020;60.413km;R$ 67.990;Várzea Grande / MT
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2020;2021;60.421km;R$ 73.990;São Paulo / SP
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;60.421km;R$ 73.990;Mauá / SP
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;60.450km;R$ 73.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;60.509km;R$ 61.690;Niterói / RJ
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;60.534km;R$ 49.990;João pessoa / PB
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;60.591km;R$ 82.490;Feira de Santana / BA
Jeep;Renegade;1.8 16V FLEX LIMITED 4P AUTOMÁTICO;2018;2019;60.591km;R$ 105.990;Santos / SP
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;60.591km;R$ 82.490;Lauro de Freitas / BA
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;60.633km;R$ 104.990;Goiânia / GO
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;60.645km;R$ 88.990;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;60.675km;R$ 61.590;Ponta Grossa / PR
Mercedes-Benz;C 180;1.6 CGI FLEX EXCLUSIVE 9G-TRONIC;2019;2019;60.717km;R$ 172.990;São Paulo / SP
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2019;2019;60.717km;R$ 172.990;São Paulo / SP
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;60.790km;R$ 103.690;Betim / MG
Ford;Ka;1.0 TI-VCT FLEX SE SEDAN MANUAL;2020;2020;60.822km;R$ 57.490;Belo Horizonte / MG
Audi;A4;2.0 TFSI GASOLINA AVANT PRESTIGE PLUS S TRONIC;2019;2019;60.843km;R$ 204.990;Guarapuava / PR
Toyota;Yaris;1.5 16V FLEX SEDAN XL MANUAL;2019;2020;60.916km;R$ 78.990;Guarapuava / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;60.940km;R$ 65.990;Curitiba / PR
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;60.950km;R$ 99.990;Belém / PA
Nissan;March;1.6 SV 16V FLEXSTART 4P MANUAL;2018;2019;60.959km;R$ 53.990;Lauro de Freitas / BA
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2020;2020;60.973km;R$ 65.420;Osasco / SP
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2020;2020;60.973km;R$ 65.420;Osasco / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;61.000km;R$ 67.990;Duque de Caxias / RJ
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2020;61.000km;R$ 56.990;Mauá / SP
Mercedes-Benz;Gla 200;1.6 CGI FLEX STYLE 7G-DCT;2019;2020;61.032km;R$ 193.990;Belo Horizonte / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;61.035km;R$ 104.990;Mesquita / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;61.050km;R$ 85.990;Porto Alegre / RS
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;61.077km;R$ 56.990;Guarapuava / PR
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;61.100km;R$ 90.990;Guarapuava / PR
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;61.100km;R$ 91.990;Pato Branco / PR
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;61.112km;R$ 54.615;Salvador / BA
Fiat;Toro;1.8 16V EVO FLEX FREEDOM AT6;2020;2021;61.120km;R$ 111.990;Teresina / PI
Fiat;Fiorino;1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;2020;2021;61.157km;R$ 86.990;Contagem / MG
Mercedes-Benz;Gla 200;1.6 CGI FLEX STYLE 7G-DCT;2019;2020;61.211km;R$ 187.990;São Bernardo do Campo / SP
