make;model;version;year_manufacture;year_model;km;price;location
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;27.735km;R$ 93.095;São Bernardo do Campo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;27.790km;R$ 62.698;Guarapuava / PR
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;27.851km;R$ 93.095;Guarapuava / PR
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;27.893km;R$ 62.698;Presidente Prudente / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2020;27.940km;R$ 100.990;Teresina / PI
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;27.953km;R$ 89.990;São Luis / MA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;27.962km;R$ 82.990;Duque de Caxias / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;28.000km;R$ 89.990;São Luis / MA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;28.000km;R$ 89.990;Natal / RN
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2020;2021;28.175km;R$ 229.990;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;28.354km;R$ 93.095;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;28.354km;R$ 93.095;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;28.354km;R$ 93.095;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;28.396km;R$ 89.990;Presidente Prudente / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;28.417km;R$ 59.590;Uberlândia / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;28.465km;R$ 117.990;Curitiba / PR
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2021;28.587km;R$ 55.990;Canoas / RS
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2021;2021;28.662km;R$ 97.590;Mesquita / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;28.667km;R$ 89.990;Belo Horizonte / MG
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;28.841km;R$ 140.390;Joinville / SC
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;28.880km;R$ 89.990;Maringá / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;28.926km;R$ 110.290;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;28.944km;R$ 100.590;Campo Grande / MS
Ford;Ka;1.5 TI-VCT FLEX SE PLUS MANUAL;2020;2021;28.999km;R$ 63.990;Palmas / TO
Chevrolet;Cruze;1.4 TURBO LTZ 16V FLEX 4P AUTOMÁTICO;2021;2021;29.000km;R$ 132.990;Osasco / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;29.000km;R$ 89.990;Recife / PE
Renault;Kwid;1.0 12V SCE FLEX INTENSE MANUAL;2021;2022;29.000km;R$ 61.990;Teresina / PI
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;29.000km;R$ 128.590;Ananindeua / PA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;29.000km;R$ 97.590;Manaus / AM
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2018;2019;29.000km;R$ 55.990;São Paulo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;29.093km;R$ 64.590;Guarapuava / PR
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;29.094km;R$ 89.990;Uberlândia / MG
Hyundai;Hb20x;1.6 16V FLEX DIAMOND AUTOMÁTICO;2020;2020;29.273km;R$ 88.990;Jundiaí / SP
Hyundai;Hb20x;1.6 16V FLEX DIAMOND AUTOMÁTICO;2020;2020;29.273km;R$ 88.990;Mauá / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;29.350km;R$ 93.095;Ribeirão Preto / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2021;29.396km;R$ 55.990;Mogi das Cruzes / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;29.400km;R$ 117.990;Duque de Caxias / RJ
Volkswagen;Golf;1.4 TSI HÍBRIDO GTE DSG;2019;2020;29.413km;R$ 206.990;São José do Rio Preto / SP
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2021;2021;29.450km;R$ 119.990;São Paulo / SP
Renault;Duster;1.6 16V SCE FLEX ZEN MANUAL;2021;2022;29.451km;R$ 94.990;Curitiba / PR
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2019;2020;29.486km;R$ 206.990;Balneário Camboriú / SC
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;29.600km;R$ 93.095;Ribeirão Preto / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;29.671km;R$ 63.790;Vitória / ES
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;29.701km;R$ 128.590;Belém / PA
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;29.705km;R$ 93.095;Taboão da Serra / SP
Volkswagen;Golf;1.4 TSI HÍBRIDO GTE DSG;2019;2020;29.847km;R$ 215.990;Brasília / DF
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;29.848km;R$ 72.990;Presidente Prudente / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;29.968km;R$ 93.000;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;29.991km;R$ 93.095;Santos / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;30.000km;R$ 93.095;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;30.000km;R$ 85.540;Rio de Janeiro / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;30.000km;R$ 89.990;Rio de Janeiro / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;30.000km;R$ 93.095;Niterói / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;30.000km;R$ 93.095;São Luis / MA
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;30.000km;R$ 93.990;São Paulo / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;30.000km;R$ 93.095;Vitória / ES
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;30.000km;R$ 52.990;Vitória / ES
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2018;2018;30.000km;R$ 127.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2019;2019;30.000km;R$ 143.990;São Paulo / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;30.031km;R$ 64.490;São Paulo / SP
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2021;2021;30.046km;R$ 119.990;Belo Horizonte / MG
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;30.056km;R$ 59.590;Manaus / AM
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;30.102km;R$ 72.990;Várzea Grande / MT
