make;model;version;year_manufacture;year_model;km;price;location
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;73.221km;R$ 55.990;Goiânia / GO
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;73.314km;R$ 56.990;São Paulo / SP
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2020;2021;73.345km;R$ 74.990;Sorocaba / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;73.395km;R$ 65.990;Presidente Prudente / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;73.469km;R$ 61.190;São Paulo / SP
Ford;Fusion;2.0 TITANIUM AWD 16V GASOLINA 4P AUTOMÁTICO;2017;2018;73.470km;R$ 133.990;Curitiba / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;73.481km;R$ 65.990;Osasco / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2019;2020;73.635km;R$ 59.140;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;73.710km;R$ 62.190;Ponta Grossa / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;73.720km;R$ 115.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;73.795km;R$ 65.990;São Paulo / SP
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2020;73.804km;R$ 55.990;Belo Horizonte / MG
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2019;2020;73.804km;R$ 55.990;Uberlândia / MG
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2019;2020;73.805km;R$ 50.490;Curitiba / PR
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2020;2020;73.880km;R$ 67.990;Osasco / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2020;2020;73.880km;R$ 67.990;Osasco / SP
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;73.935km;R$ 56.990;Londrina / PR
Chevrolet;Onix;1.0 TURBO FLEX LT AUTOMÁTICO;2020;2020;73.942km;R$ 81.490;São Paulo / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;73.960km;R$ 52.990;Curitiba / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;74.000km;R$ 87.880;Belém / PA
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2020;2021;74.000km;R$ 84.990;Curitiba / PR
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2020;2021;74.000km;R$ 84.990;Curitiba / PR
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2019;2020;74.000km;R$ 77.990;Taboão da Serra / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.025km;R$ 65.990;São Jose dos Campos / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.051km;R$ 65.990;Curitiba / PR
Audi;Q3;1.4 TFSI FLEX PRESTIGE PLUS S TRONIC;2018;2019;74.071km;R$ 149.490;São Bernardo do Campo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;74.127km;R$ 61.190;Ribeirão Preto / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;74.150km;R$ 87.880;Belo Horizonte / MG
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;74.170km;R$ 52.990;Mesquita / RJ
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2018;2019;74.187km;R$ 73.990;Sorocaba / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;74.230km;R$ 61.190;São Paulo / SP
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2020;2021;74.311km;R$ 80.990;São José do Rio Preto / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.425km;R$ 65.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.425km;R$ 65.990;Osasco / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;74.474km;R$ 54.890;Brasília / DF
Ford;Ranger;2.2 XLS 4X4 CD 16V DIESEL 4P MANUAL;2019;2020;74.505km;R$ 165.990;Fortaleza / CE
Fiat;Toro;2.0 16V TURBO DIESEL FREEDOM 4WD AT9;2020;2021;74.509km;R$ 159.990;Guarapuava / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.519km;R$ 65.990;Ponta Grossa / PR
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;74.567km;R$ 81.590;São Luis / MA
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;74.577km;R$ 61.190;Osasco / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;74.577km;R$ 61.190;Osasco / SP
Fiat;Fiorino;1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;2020;2021;74.627km;R$ 85.990;Maceió / AL
Fiat;Fiorino;1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;2020;2021;74.627km;R$ 85.990;Natal / RN
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2019;2019;74.725km;R$ 118.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.754km;R$ 65.990;Osasco / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;74.754km;R$ 65.990;Osasco / SP
Ford;Ranger;2.2 XLS 4X2 CD 16V DIESEL 4P AUTOMÁTICO;2018;2019;74.775km;R$ 161.990;Várzea Grande / MT
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;74.800km;R$ 73.990;São José do Rio Preto / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;74.861km;R$ 105.790;Guarapuava / PR
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2020;2021;74.910km;R$ 84.990;Curitiba / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;74.910km;R$ 61.190;São Bernardo do Campo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;74.910km;R$ 61.190;São Paulo / SP
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;74.934km;R$ 90.990;São Paulo / SP
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;75.000km;R$ 82.990;Duque de Caxias / RJ
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2019;2020;75.000km;R$ 77.990;Fortaleza / CE
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;75.000km;R$ 54.490;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;75.000km;R$ 81.590;Rio de Janeiro / RJ
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2019;2020;75.000km;R$ 50.490;Rio de Janeiro / RJ
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2019;2020;75.000km;R$ 75.490;Rio de Janeiro / RJ
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;75.000km;R$ 54.490;São Paulo / SP
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2020;2020;75.000km;R$ 77.990;Recife / PE
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;75.000km;R$ 77.990;São Luis / MA
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2020;2020;75.000km;R$ 77.990;João pessoa / PB
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;75.007km;R$ 56.490;Belo Horizonte / MG
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;75.052km;R$ 77.990;Belo Horizonte / MG
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;75.062km;R$ 53.990;Cascavel / PR
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;75.112km;R$ 61.590;Anápolis / GO
Fiat;Fiorino;1.4 MPI FURGÃO 8V FLEX 2P MANUAL;2017;2018;75.115km;R$ 63.990;Londrina / PR
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;75.136km;R$ 54.490;Jundiaí / SP
Toyota;Yaris;1.3 16V FLEX XL LIVE MANUAL;2019;2020;75.451km;R$ 71.590;Rio de Janeiro / RJ
Ford;Ranger;3.2 LIMITED 4X4 CD 20V DIESEL 4P AUTOMÁTICO;2019;2020;75.531km;R$ 233.990;Cascavel / PR
