make;model;version;year_manufacture;year_model;km;price;location
Fiat;Fiorino;1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL;2019;2019;80.727km;R$ 76.990;Betim / MG
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2021;2021;80.876km;R$ 56.990;Osasco / SP
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2021;2021;80.876km;R$ 56.990;Osasco / SP
Fiat;Argo;1.0 FIREFLY FLEX MANUAL;2020;2021;80.877km;R$ 64.390;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;81.000km;R$ 56.490;Duque de Caxias / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;81.000km;R$ 58.190;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;81.018km;R$ 54.590;Ponta Grossa / PR
Toyota;Corolla;2.0 XEI 16V FLEX 4P AUTOMÁTICO;2017;2018;81.339km;R$ 129.990;São Paulo / SP
Toyota;Corolla;2.0 XEI 16V FLEX 4P AUTOMÁTICO;2017;2018;81.339km;R$ 129.990;São Paulo / SP
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2020;2021;81.346km;R$ 123.990;São Paulo / SP
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2020;2021;81.346km;R$ 122.490;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;81.404km;R$ 58.190;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;81.444km;R$ 64.390;Mogi das Cruzes / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;81.540km;R$ 83.290;São Paulo / SP
Toyota;Yaris;1.3 16V FLEX XL MANUAL;2019;2019;81.678km;R$ 72.990;Maringá / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;81.694km;R$ 77.990;São Paulo / SP
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2018;2019;81.698km;R$ 94.990;Rio de Janeiro / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2020;82.000km;R$ 83.290;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;82.000km;R$ 64.390;São Paulo / SP
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2019;82.000km;R$ 109.990;Recife / PE
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;82.000km;R$ 56.990;São Paulo / SP
Volkswagen;Amarok;2.0 SE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL;2018;2019;82.000km;R$ 141.990;Natal / RN
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;82.142km;R$ 105.790;Natal / RN
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2020;2021;82.411km;R$ 68.690;São Paulo / SP
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2020;2021;82.411km;R$ 68.690;São Paulo / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2020;82.440km;R$ 107.990;Campo Grande / MS
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2020;2021;82.450km;R$ 68.690;Taboão da Serra / SP
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2021;2021;82.510km;R$ 54.490;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2019;82.510km;R$ 55.990;São Paulo / SP
Renault;Captur;2.0 16V HI-FLEX INTENSE AUTOMÁTICO;2019;2020;82.547km;R$ 83.990;Anápolis / GO
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;82.622km;R$ 62.490;São Paulo / SP
Chevrolet;Onix;1.4 MPFI LT 8V FLEX 4P MANUAL;2018;2019;82.876km;R$ 59.990;Joinville / SC
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;83.043km;R$ 59.990;Osasco / SP
Renault;Logan;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;83.157km;R$ 56.990;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;83.205km;R$ 54.590;Maringá / PR
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;83.210km;R$ 75.490;Santos / SP
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;83.224km;R$ 80.990;Osasco / SP
Fiat;Uno;1.0 FIREFLY FLEX WAY 4P MANUAL;2019;2020;83.305km;R$ 48.490;Joinville / SC
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;83.328km;R$ 56.990;São Bernardo do Campo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;83.479km;R$ 98.990;Belém / PA
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;83.531km;R$ 56.990;Teresina / PI
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;83.614km;R$ 60.490;Rio de Janeiro / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;83.725km;R$ 64.390;Maceió / AL
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;83.725km;R$ 64.390;Natal / RN
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;83.775km;R$ 48.490;Anápolis / GO
Fiat;Toro;2.0 16V TURBO DIESEL ENDURANCE 4WD AT9;2020;2021;83.840km;R$ 151.990;Osasco / SP
Fiat;Toro;2.0 16V TURBO DIESEL ENDURANCE 4WD AT9;2020;2021;83.840km;R$ 151.990;Osasco / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;83.924km;R$ 56.990;São Paulo / SP
