make;model;version;year_manufacture;year_model;km;price;location
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;38.696km;R$ 89.990;Anápolis / GO
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;38.729km;R$ 67.590;João pessoa / PB
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;38.754km;R$ 140.390;São Paulo / SP
Volkswagen;Golf;1.4 TSI HÍBRIDO GTE DSG;2019;2020;38.772km;R$ 215.990;Sorocaba / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;38.785km;R$ 93.095;Curitiba / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;38.793km;R$ 117.990;Belo Horizonte / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;38.796km;R$ 117.990;Niterói / RJ
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2022;38.810km;R$ 59.990;Maceió / AL
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;38.816km;R$ 62.698;Ribeirão Preto / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;38.850km;R$ 64.590;Rio de Janeiro / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;38.885km;R$ 93.095;Curitiba / PR
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;38.918km;R$ 55.990;Brasília / DF
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;38.982km;R$ 62.698;Ribeirão Preto / SP
Toyota;Corolla;2.0 VVT-IE FLEX GLI DIRECT SHIFT;2020;2021;39.000km;R$ 127.990;Fortaleza / CE
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;39.000km;R$ 110.290;Niterói / RJ
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2021;2021;39.000km;R$ 85.990;São Luis / MA
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;39.000km;R$ 51.990;Vitória / ES
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;39.014km;R$ 105.790;Natal / RN
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;39.014km;R$ 105.790;João pessoa / PB
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;39.062km;R$ 100.590;Betim / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;39.062km;R$ 100.590;Uberlândia / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;39.066km;R$ 114.990;Santo André / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;39.100km;R$ 164.990;Rio de Janeiro / RJ
Mercedes-Benz;C 180;1.6 CGI GASOLINA AVANTGARDE 9G-TRONIC;2020;2020;39.128km;R$ 215.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;39.221km;R$ 140.390;Jaraguá do Sul / SC
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;39.251km;R$ 90.990;Várzea Grande / MT
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2022;39.259km;R$ 112.990;São Paulo / SP
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I GP 4P AUTOMÁTICO;2019;2020;39.282km;R$ 214.990;Jundiaí / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;39.340km;R$ 64.490;São Paulo / SP
Ford;Ka;1.5 TI-VCT FLEX SE PLUS MANUAL;2020;2021;39.340km;R$ 64.490;São Paulo / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;39.340km;R$ 64.490;São Paulo / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;39.340km;R$ 64.490;Osasco / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;39.439km;R$ 64.590;Guarapuava / PR
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;39.448km;R$ 101.990;Cascavel / PR
Toyota;Corolla;2.0 XEI 16V FLEX 4P AUTOMÁTICO;2018;2019;39.452km;R$ 145.990;São Paulo / SP
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2019;2020;39.454km;R$ 214.990;Feira de Santana / BA
Bmw;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2019;2020;39.454km;R$ 214.990;Lauro de Freitas / BA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;39.481km;R$ 97.590;Ribeirão Preto / SP
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2019;2020;39.570km;R$ 53.990;Mauá / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;39.580km;R$ 97.590;Campo Grande / MS
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2022;39.584km;R$ 59.990;Belo Horizonte / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;39.587km;R$ 97.590;Feira de Santana / BA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;39.610km;R$ 85.540;Contagem / MG
Volkswagen;Virtus;1.6 MSI TOTAL FLEX AUTOMÁTICO;2021;2021;39.620km;R$ 88.990;Maringá / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;39.620km;R$ 88.690;Natal / RN
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;39.740km;R$ 93.095;Maringá / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;39.740km;R$ 64.590;Presidente Prudente / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;39.801km;R$ 51.990;Lauro de Freitas / BA
Chevrolet;Onix;1.0 MPFI JOY 8V FLEX 4P MANUAL;2019;2019;39.805km;R$ 56.990;Curitiba / PR
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;39.831km;R$ 101.990;Brasília / DF
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;39.837km;R$ 97.590;São Luis / MA
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2019;39.840km;R$ 53.990;Porto Alegre / RS
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;39.861km;R$ 101.990;São Paulo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;39.871km;R$ 101.990;Ribeirão Preto / SP
Peugeot;208;1.6 16V FLEX ACTIVE PACK AT6;2021;2021;39.911km;R$ 79.990;Osasco / SP
Peugeot;208;1.6 16V FLEX ACTIVE PACK AT6;2021;2021;39.911km;R$ 79.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;39.923km;R$ 140.390;Osasco / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;39.923km;R$ 140.390;Osasco / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;39.939km;R$ 65.290;Manaus / AM
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;39.950km;R$ 140.390;Teresina / PI
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;39.951km;R$ 169.990;Betim / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;39.999km;R$ 110.290;Belém / PA
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;39.999km;R$ 58.990;Curitiba / PR
Peugeot;5008;1.6 GRIFFE THP 16V GASOLINA 4P AUTOMÁTICO;2018;2019;40.000km;R$ 158.990;Americana / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;40.000km;R$ 101.990;Americana / SP
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;40.000km;R$ 51.490;São Paulo / SP
Mitsubishi;Outlander;2.2 4X4 16V DIESEL 4P AUTOMÁTICO;2017;2018;40.000km;R$ 199.990;São Paulo / SP
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2019;40.000km;R$ 109.990;Rio de Janeiro / RJ
Jeep;Compass;2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO;2018;2019;40.000km;R$ 184.990;Sorocaba / SP
Ford;Ka;1.0 TI-VCT FLEX SE PLUS SEDAN MANUAL;2020;2020;40.000km;R$ 59.490;Niterói / RJ
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2022;40.000km;R$ 59.990;Taboão da Serra / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;40.000km;R$ 114.990;Ananindeua / PA
Jeep;Compass;2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO;2018;2019;40.000km;R$ 184.990;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;40.004km;R$ 87.490;Manaus / AM
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;40.026km;R$ 87.880;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;40.036km;R$ 87.880;Recife / PE
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;40.042km;R$ 126.190;São Bernardo do Campo / SP
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;40.049km;R$ 215.990;Guarapuava / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;40.085km;R$ 63.490;Balneário Camboriú / SC
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2020;2020;40.101km;R$ 219.990;Belo Horizonte / MG
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2020;40.200km;R$ 126.990;Americana / SP
Mercedes-Benz;Gla 200;1.6 CGI FLEX STYLE 7G-DCT;2019;2020;40.265km;R$ 187.990;São Paulo / SP
Mercedes-Benz;Gla 200;1.6 CGI FLEX STYLE 7G-DCT;2019;2020;40.265km;R$ 187.990;São Paulo / SP
