make;model;version;year_manufacture;year_model;km;price;location
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;85.708km;R$ 58.990;São Bernardo do Campo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;85.708km;R$ 58.190;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;85.744km;R$ 52.390;Americana / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;86.000km;R$ 51.990;São José do Rio Preto / SP
Chevrolet;Onix;1.0 MPFI LT 8V FLEX 4P MANUAL;2019;2019;86.050km;R$ 59.990;Presidente Prudente / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;86.300km;R$ 64.390;Jundiaí / SP
Toyota;Yaris;1.3 16V FLEX XL MANUAL;2019;2020;86.301km;R$ 74.990;São José do Rio Preto / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;86.376km;R$ 54.290;Campo Grande / MS
Renault;Sandero;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;86.593km;R$ 52.990;Uberlândia / MG
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2019;2020;86.750km;R$ 54.990;São Luis / MA
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;86.844km;R$ 81.490;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;86.879km;R$ 64.390;Ribeirão Preto / SP
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;87.000km;R$ 48.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;87.192km;R$ 59.990;Jundiaí / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;87.242km;R$ 64.390;Taboão da Serra / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2020;87.283km;R$ 84.990;Guarapuava / PR
Chevrolet;Onix;1.0 MPFI JOY 8V FLEX 4P MANUAL;2018;2018;87.319km;R$ 53.890;Joinville / SC
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;87.534km;R$ 56.990;Ribeirão Preto / SP
Toyota;Hilux;2.8 D-4D TURBO DIESEL CD POWER PACK 4X4 MANUAL;2020;2021;87.848km;R$ 206.990;Guarapuava / PR
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;88.000km;R$ 54.590;Americana / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;88.000km;R$ 83.290;Rio de Janeiro / RJ
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2020;2021;88.000km;R$ 75.490;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;88.000km;R$ 60.490;Niterói / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;88.388km;R$ 86.990;Campo Grande / MS
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2020;2021;88.403km;R$ 75.490;Osasco / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;88.470km;R$ 56.490;Guarapuava / PR
Ford;Ecosport;1.5 TIVCT FLEX SE MANUAL;2018;2019;88.516km;R$ 74.990;Curitiba / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;88.800km;R$ 59.990;São Luis / MA
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;89.000km;R$ 64.390;Osasco / SP
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2018;2019;89.000km;R$ 52.790;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;89.000km;R$ 64.390;Osasco / SP
Chevrolet;S10;2.8 LS 4X4 CD 16V TURBO DIESEL 4P MANUAL;2019;2020;89.055km;R$ 155.990;Londrina / PR
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;89.079km;R$ 59.990;Belo Horizonte / MG
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;89.119km;R$ 61.490;Palmas / TO
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2019;2020;89.123km;R$ 54.990;Osasco / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2019;2020;89.320km;R$ 50.490;Curitiba / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;89.350km;R$ 84.490;Campo Grande / MS
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;89.734km;R$ 56.990;São Bernardo do Campo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;89.760km;R$ 53.290;Belém / PA
Chevrolet;Onix;1.0 MPFI JOY 8V FLEX 4P MANUAL;2019;2019;89.920km;R$ 55.690;Recife / PE
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;89.952km;R$ 56.990;São Paulo / SP
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2019;2020;90.000km;R$ 48.990;Osasco / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2019;2020;90.000km;R$ 50.990;Osasco / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2018;2019;90.000km;R$ 52.390;São Paulo / SP
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;90.000km;R$ 49.250;Rio de Janeiro / RJ
Nissan;March;1.0 S 12V FLEX 4P MANUAL;2018;2019;90.000km;R$ 49.250;Rio de Janeiro / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;90.000km;R$ 85.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2018;2018;90.000km;R$ 127.990;São Paulo / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;90.000km;R$ 51.990;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;90.000km;R$ 86.990;Uberlândia / MG
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2020;90.000km;R$ 59.990;Vitória / ES
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2019;2020;90.231km;R$ 50.490;Pato Branco / PR
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2020;90.235km;R$ 57.990;Guarapuava / PR
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;90.250km;R$ 51.990;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2020;90.251km;R$ 83.290;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;90.364km;R$ 54.290;Campo Grande / MS
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;90.594km;R$ 64.390;São Paulo / SP
Chevrolet;Cruze;1.4 TURBO LTZ 16V FLEX 4P AUTOMÁTICO;2018;2019;90.625km;R$ 106.990;São Paulo / SP
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2019;2020;90.737km;R$ 50.490;Londrina / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;90.744km;R$ 86.990;Uberlândia / MG
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2020;2020;91.000km;R$ 63.990;São Paulo / SP
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;91.000km;R$ 56.990;Santos / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2019;2020;91.889km;R$ 55.655;Mesquita / RJ
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2020;2021;91.917km;R$ 56.990;Sorocaba / SP
Fiat;Argo;1.3 FIREFLY FLEX DRIVE MANUAL;2020;2021;92.000km;R$ 64.390;Americana / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX AUTOMÁTICO;2020;2020;92.000km;R$ 79.990;Rio de Janeiro / RJ
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;92.000km;R$ 64.390;São Paulo / SP
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;92.000km;R$ 54.590;São Luis / MA
Chevrolet;Onix;1.0 TURBO FLEX LT MANUAL;2020;2021;92.000km;R$ 73.990;Taboão da Serra / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;92.100km;R$ 83.290;Osasco / SP
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;93.000km;R$ 56.990;Osasco / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2018;2019;93.205km;R$ 55.990;Rio de Janeiro / RJ
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;93.347km;R$ 51.990;São Paulo / SP
