make;model;version;year_manufacture;year_model;km;price;location
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;24.416km;86540;Feira de Santana / BA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;24.416km;86540;Salvador / BA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;24.443km;72990;Vitória / ES
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;24.530km;83990;Vitória / ES
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;24.570km;86540;Contagem / MG
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;24.575km;94990;Maringá / PR
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;24.603km;142390;Maceió / AL
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;24.615km;91590;Curitiba / PR
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;24.664km;129990;Campo Grande / MS
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;24.666km;94990;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;24.800km;86540;Maceió / AL
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2020;2021;24.834km;86540;Cascavel / PR
Hyundai;Hb20x;1.6 16V FLEX DIAMOND AUTOMÁTICO;2020;2021;24.901km;94990;Feira de Santana / BA
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;24.901km;129990;Belo Horizonte / MG
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;24.901km;129990;Uberlândia / MG
Hyundai;Hb20x;1.6 16V FLEX DIAMOND AUTOMÁTICO;2020;2021;24.901km;94990;Lauro de Freitas / BA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;24.990km;86540;São Luis / MA
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2021;2021;25.000km;101590;Rio de Janeiro / RJ
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2021;2021;25.000km;119990;Rio de Janeiro / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;25.000km;94990;Rio de Janeiro / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.000km;91590;Rio de Janeiro / RJ
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;25.000km;129990;Niterói / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.000km;91590;Niterói / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;25.000km;94990;São Luis / MA
Jeep;Compass;2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO;2020;2021;25.045km;190990;Uberlândia / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.054km;89990;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;25.167km;97590;Rio de Janeiro / RJ
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;25.219km;93095;Belo Horizonte / MG
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;25.237km;105990;Feira de Santana / BA
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2021;2022;25.239km;100990;Feira de Santana / BA
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.256km;89990;Palmas / TO
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;25.295km;89990;Santo André / SP
Volkswagen;Voyage;1.6 16V MSI TOTALFLEX 4P AUTOMÁTICO;2020;2021;25.323km;75990;Uberlândia / MG
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;25.374km;72990;Betim / MG
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2021;25.389km;85540;Campo Grande / MS
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;25.435km;97590;Manaus / AM
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;25.450km;71590;Canoas / RS
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;25.504km;96990;Porto Alegre / RS
Ford;Ecosport;1.5 TI-VCT FLEX SE AUTOMÁTICO;2020;2020;25.506km;84990;Maceió / AL
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC;2019;2020;25.665km;139990;Goiânia / GO
